Pseudomonas infection in conditions classified elsewhere and of unspecified site,Pseudomonas infections,"['PT', 'INR(PT)', 'PTT', 'Glucose', 'Chloride', 'Sodium', 'Potassium', 'Creatinine', 'Urea Nitrogen', 'NTproBNP', 'Anion Gap', 'Bicarbonate', 'Platelet Count', 'White Blood Cells', 'MCV', 'RDW', 'MCHC', 'RDW-SD', 'Red Blood Cells', 'Hemoglobin', 'Hematocrit', 'MCH', 'Magnesium', 'Phosphate', 'Calcium, Total', 'Lactate', 'Digoxin', 'Thyroid Stimulating Hormone', 'Alanine Aminotransferase (ALT)', 'Asparate Aminotransferase (AST)', 'Green Top Hold (plasma)', 'Specimen Type', 'Oxygen Saturation', 'Estimated GFR (MDRD equation)', 'Temperature', 'O2 Flow', 'Intubated', 'pCO2', 'Hematocrit, Calculated', 'Calculated Total CO2', 'Base Excess', 'pO2', 'Potassium, Whole Blood', 'pH', 'Free Calcium', 'Chloride, Whole Blood', 'Sodium, Whole Blood', 'Nitrite', 'Protein', 'WBC', 'Bilirubin', 'Epithelial Cells', 'Blood', 'Ketone', 'Yeast', 'Leukocytes', 'Specific Gravity', 'Urobilinogen', 'Urine Appearance', 'Urine Mucous', 'RBC', 'Urine Color', 'Bacteria', 'Hyaline Casts', 'Red Top Hold', 'EDTA Hold', '% Hemoglobin A1c', 'eAG', 'Creatine Kinase, MB Isoenzyme', 'Troponin T', 'Creatine Kinase (CK)', 'Platelet Smear', 'Albumin', 'Bilirubin, Total', 'Lactate Dehydrogenase (LD)', 'Alkaline Phosphatase', 'Fibrinogen, Functional', 'Bilirubin, Indirect', 'Bilirubin, Direct', 'Reticulocyte Count, Automated', 'Poikilocytosis', 'Schistocytes', 'Teardrop Cells', 'Anisocytosis', 'Ovalocytes', 'Macrocytes', 'Polychromasia', 'Echinocytes', 'Microcytes', 'Spherocytes', 'Hypochromia', 'Oxygen', 'PEEP', 'Ventilation Rate', 'Haptoglobin', 'Tidal Volume', 'Assist/Control', 'Lymphocytes', 'Neutrophils', 'Basophils', 'Monocytes', 'Eosinophils', 'Length of Urine Collection', 'Osmolality, Urine', 'Sodium, Urine', 'Potassium, Urine', 'Creatinine, Urine', 'Urea Nitrogen, Urine', 'Chloride, Urine', 'Urine tube, held', 'Waxy Casts']"
"Psoriasis, unspecified",Psoriasis,"['Length of Urine Collection', 'Osmolality, Urine', 'Creatinine, Urine', 'Sodium, Urine', 'Specimen Type', 'pH', 'pO2', 'Base Excess', 'Calculated Total CO2', 'pCO2', 'PTT', 'INR(PT)', 'PT', 'Creatinine', 'I', 'Anion Gap', 'Phosphate', 'Magnesium', 'L', 'Glucose', 'H', 'Calcium, Total', 'Bicarbonate', 'Potassium', 'Urea Nitrogen', 'Chloride', 'Sodium', 'Osmolality, Measured', 'Bilirubin, Total', 'Asparate Aminotransferase (AST)', 'Albumin', 'Lactate Dehydrogenase (LD)', 'Alkaline Phosphatase', 'Alanine Aminotransferase (ALT)', 'RDW-SD', 'Hemoglobin', 'Hematocrit', 'MCH', 'RDW', 'MCV', 'Platelet Count', 'Red Blood Cells', 'MCHC', 'White Blood Cells', 'Oxygen', 'PEEP', 'Temperature', 'Assist/Control', 'Intubated', 'Tidal Volume', 'Ventilation Rate', 'Free Calcium', 'Lactate', 'CK-MB Index', 'Troponin T', 'Creatine Kinase (CK)', 'Creatine Kinase, MB Isoenzyme', 'Neutrophils', 'Absolute Basophil Count', 'Eosinophils', 'Absolute Eosinophil Count', 'Absolute Neutrophil Count', 'Absolute Monocyte Count', 'Immature Granulocytes', 'Basophils', 'Monocytes', 'Absolute Lymphocyte Count', 'Lymphocytes', 'Red Top Hold', 'Ventilator']"
"Pulmonary hypertension, unspecified",Pulmonary hypertension,"['H/O Smear', 'INR(PT)', 'PT', 'PTT', 'Nucleated Red Cells', 'Absolute Basophil Count', 'Atypical Lymphocytes', 'Metamyelocytes', 'Absolute Lymphocyte Count', 'Eosinophils', 'Absolute Eosinophil Count', 'Platelet Smear', 'Bands', 'Basophils', 'Absolute Neutrophil Count', 'Monocytes', 'Absolute Monocyte Count', 'Myelocytes', 'Lymphocytes', 'Neutrophils', 'Echinocytes', 'Teardrop Cells', 'Poikilocytosis', 'Anisocytosis', 'Microcytes', 'Polychromasia', 'Ovalocytes', 'Macrocytes', 'Basophilic Stippling', 'Hypochromia', 'Anion Gap', 'Sodium', 'I', 'Haptoglobin', 'Alanine Aminotransferase (ALT)', 'Urea Nitrogen', 'Bilirubin, Direct', 'Chloride', 'Calcium, Total', 'Alkaline Phosphatase', 'L', 'Potassium', 'Bilirubin, Total', 'Asparate Aminotransferase (AST)', 'Bicarbonate', 'Creatinine', 'Magnesium', 'Bilirubin, Indirect', 'Glucose', 'Phosphate', 'H', 'Hematocrit', 'RDW', 'RDW-SD', 'MCHC', 'MCH', 'MCV', 'Platelet Count', 'Red Blood Cells', 'White Blood Cells', 'Hemoglobin', 'Lactate Dehydrogenase (LD)', 'Reticulocyte Count, Automated', 'Reticulocyte Count, Absolute', 'Fibrinogen, Functional', 'Uric Acid', 'Schistocytes', 'Blood Parasite Smear', 'Estimated GFR (MDRD equation)', 'Spherocytes', 'Urobilinogen', 'Bacteria', 'Epithelial Cells', 'pH', 'WBC', 'Bilirubin', 'Ketone', 'Yeast', 'Urine Color', 'Urine Appearance', 'Blood', 'Protein', 'Leukocytes', 'RBC', 'Nitrite', 'Specific Gravity', 'Immunophenotyping', 'Fragmented Cells', 'Lactate']"
"Pure hypercholesterolemia, unspecified",Hypercholesterolemia,"['Specimen Type', 'Lactate', 'Calculated Total CO2', 'pCO2', 'pO2', 'Base Excess', 'pH', 'Voided Specimen', 'Sodium', 'Anion Gap', 'Bicarbonate', 'Calcium, Total', 'I', 'Creatinine', 'Phosphate', 'Glucose', 'H', 'Potassium', 'Chloride', 'Magnesium', 'L', 'Urea Nitrogen', 'RDW-SD', 'MCV', 'RDW', 'Hemoglobin', 'MCH', 'MCHC', 'Red Blood Cells', 'White Blood Cells', 'Hematocrit', 'Platelet Count', 'PT', 'INR(PT)', 'PTT', 'Green Top Hold (plasma)', 'EDTA Hold', 'Uhold', 'Length of Urine Collection', 'Red Top Hold', 'Leukocytes', 'Specific Gravity', 'RBC', 'WBC', 'Blood', 'Bilirubin', 'Epithelial Cells', 'Nitrite', 'Yeast', 'Hyaline Casts', 'Bacteria', 'Urine Appearance', 'Ketone', 'Urine Color', 'Urobilinogen', 'Protein', 'Urine Mucous', 'HCG, Urine, Qualitative', 'Potassium, Whole Blood', 'Calculated Bicarbonate, Whole Blood', 'Sodium, Whole Blood', 'Oxygen Saturation', 'Chloride, Whole Blood', 'Troponin T', 'Problem Specimen', 'Blue Top Hold', 'Temperature', 'Intubated', 'Immunophenotyping', 'Free Calcium', 'Estimated GFR (MDRD equation)', 'Absolute Eosinophil Count', 'Immature Granulocytes', 'Monocytes', 'Neutrophils', 'Absolute Monocyte Count', 'Lymphocytes', 'Basophils', 'Absolute Lymphocyte Count', 'Absolute Neutrophil Count', 'Absolute Basophil Count', 'Eosinophils', 'H/O Smear', 'Nucleated Red Cells', 'Atypical Lymphocytes', 'Metamyelocytes', 'Platelet Smear', 'Bands', 'Myelocytes', 'Echinocytes', 'Teardrop Cells', 'Poikilocytosis', 'Anisocytosis', 'Microcytes', 'Polychromasia', 'Ovalocytes', 'Macrocytes', 'Basophilic Stippling', 'Hypochromia', 'Haptoglobin', 'Alanine Aminotransferase (ALT)', 'Bilirubin, Direct', 'Alkaline Phosphatase', 'Bilirubin, Total', 'Asparate Aminotransferase (AST)', 'Bilirubin, Indirect', 'Lactate Dehydrogenase (LD)', 'Reticulocyte Count, Automated', 'Reticulocyte Count, Absolute', 'Fibrinogen, Functional', 'Uric Acid', 'Schistocytes', 'Blood Parasite Smear', 'Spherocytes', 'Fragmented Cells', 'NTproBNP', 'Promyelocytes', 'Albumin', 'Blasts', 'Transitional Epithelial Cells', 'Granular Casts', 'WBC Clumps', 'Ferritin', 'Iron', 'Iron Binding Capacity, Total', 'Transferrin', 'D-Dimer']"
Rash and other nonspecific skin eruption,Rashes,"['Vancomycin', 'White Blood Cells', 'Platelet Count', 'MCV', 'Red Blood Cells', 'Hematocrit', 'MCHC', 'RDW', 'Hemoglobin', 'MCH', 'RDW-SD', 'I', 'H', 'L', 'Specimen Type', 'Intubated', 'Base Excess', 'Calculated Total CO2', 'pH', 'pO2', 'pCO2', 'Lactate Dehydrogenase (LD)', 'Protein, Total', 'INR(PT)', 'PT', 'PTT', 'Bicarbonate', 'Calcium, Total', 'Chloride', 'Creatinine', 'Sodium', 'Glucose', 'Phosphate', 'Anion Gap', 'Urea Nitrogen', 'Potassium', 'Magnesium', 'Red Top Hold', 'EDTA Hold', 'Hematocrit, Other Fluid', 'Immunophenotyping', 'Monos', 'Lymphocytes', 'Polys', 'Total Nucleated Cells, Other', 'Lactate', 'Albumin', 'Bilirubin, Total', 'Alkaline Phosphatase', 'Alanine Aminotransferase (ALT)', 'Asparate Aminotransferase (AST)', 'PEEP', 'Ventilation Rate', 'Hematocrit, Calculated', 'Oxygen', 'Potassium, Whole Blood', 'Oxygen Saturation', 'Bands', 'Absolute Lymphocyte Count', 'Eosinophils', 'Metamyelocytes', 'Absolute Basophil Count', 'Neutrophils', 'Monocytes', 'Absolute Monocyte Count', 'Basophils', 'Absolute Eosinophil Count', 'Atypical Lymphocytes', 'Myelocytes', 'Absolute Neutrophil Count', 'Platelet Smear', 'Anisocytosis', 'Microcytes', 'Target Cells', 'Poikilocytosis', 'Hypochromia', 'Polychromasia', 'Macrocytes', 'Estimated GFR (MDRD equation)', 'Temperature', 'Free Calcium', 'Anti-Neutrophil Cytoplasmic Antibody', 'Immunoglobulin G', 'ARCH-1', 'HIV Screen', 'Iron', 'Haptoglobin', 'Iron Binding Capacity, Total', 'Transferrin', 'Ferritin', 'Vitamin B12', 'Folate', 'Rheumatoid Factor', 'Triiodothyronine (T3)', 'C-Reactive Protein', 'Thyroxine (T4)', 'Leukocytes', 'Urine Mucous', 'Blood', 'Bilirubin', 'WBC', 'Protein', 'Bacteria', 'Urobilinogen', 'Urine Color', 'Transitional Epithelial Cells', 'Yeast', 'Urine Appearance', 'Specific Gravity', 'Nitrite', 'Epithelial Cells', 'Ketone', 'RBC', 'Tidal Volume', 'Immature Granulocytes', 'Thyroxine (T4), Free', 'RBC, Pleural', 'Macrophages', 'Mesothelial Cells', 'Total Protein, Pleural', 'Lactate Dehydrogenase, Pleural', 'Glucose, Pleural', 'Total Nucleated Cells, Pleural', 'Mesothelial cells', 'Macrophage', 'Other Cell', 'Creatine Kinase (CK)', 'Thyroid Stimulating Hormone', 'Creatine Kinase, MB Isoenzyme', 'Teardrop Cells', 'Ventilator', 'Lipase', 'Troponin T', 'Assist/Control', 'C3', 'C4', 'Anti-Nuclear Antibody', 'Cholesterol Ratio (Total/HDL)', 'Cholesterol, Total', 'Cholesterol, HDL', 'Cholesterol, LDL, Measured', 'Triglycerides', 'Cholesterol, LDL, Calculated']"
Regional enteritis of unspecified site,Crohn’s disease,"['Vancomycin', 'Potassium', 'Chloride', 'Sodium', 'Anion Gap', 'INR(PT)', 'PT', 'PTT', 'White Blood Cells', 'MCHC', 'RDW', 'Hematocrit', 'MCH', 'Hemoglobin', 'MCV', 'Red Blood Cells', 'Platelet Count', 'Bicarbonate', 'Alanine Aminotransferase (ALT)', 'Asparate Aminotransferase (AST)', 'Calcium, Total', 'Glucose', 'Creatinine', 'Bilirubin, Total', 'Urea Nitrogen', 'Alkaline Phosphatase', 'Magnesium', 'Phosphate', 'PEEP', 'Ventilation Rate', 'Specimen Type', 'Intubated', 'Temperature', 'Oxygen', 'Tidal Volume', 'Assist/Control', 'pH', 'Base Excess', 'pCO2', 'Calculated Total CO2', 'pO2', 'Lactate', 'Alveolar-arterial Gradient', 'Free Calcium', 'Required O2', 'Ventilator', 'Oxygen Saturation', 'Fibrinogen, Functional', 'Potassium, Whole Blood', 'Length of Urine Collection', 'Nitrite', 'Leukocytes', 'Bacteria', 'Epithelial Cells', 'WBC', 'Amorphous Crystals', 'Urine Color', 'Ketone', 'Bilirubin', 'Blood', 'Transitional Epithelial Cells', 'Protein', 'RBC', 'Urine Mucous', 'Urobilinogen', 'Hyaline Casts', 'Urine Appearance', 'Specific Gravity', 'Yeast', 'Creatinine, Urine', 'Chloride, Urine', 'Potassium, Urine', 'Sodium, Urine', 'Eosinophils', 'Platelet Smear', 'Neutrophils', 'Monocytes', 'Metamyelocytes', 'Atypical Lymphocytes', 'Basophils', 'Lymphocytes', 'Bands', 'Myelocytes', 'Anisocytosis', 'Hypochromia', 'Polychromasia', 'Microcytes', 'Ovalocytes', 'Echinocytes', 'Poikilocytosis', 'Macrocytes', 'Creatine Kinase (CK)', 'Albumin', 'Estimated GFR (MDRD equation)', 'Troponin T', 'Creatine Kinase, MB Isoenzyme', 'Hepatitis B Surface Antigen', 'Tobramycin', 'Hepatitis C Virus Antibody', 'Hepatitis B Surface Antibody', 'Teardrop Cells', 'Triglycerides']"
"Respiratory failure, unspecified, unspecified whether with hypoxia or hypercapnia",Respiratory failure,"['Platelet Count', 'Hematocrit', 'MCHC', 'Red Blood Cells', 'RDW-SD', 'Hemoglobin', 'RDW', 'White Blood Cells', 'MCV', 'MCH', 'PT', 'PTT', 'INR(PT)', 'Vancomycin', 'Phosphate', 'Asparate Aminotransferase (AST)', 'Bicarbonate', 'Calcium, Total', 'L', 'Anion Gap', 'Potassium', 'H', 'Chloride', 'Bilirubin, Total', 'Alanine Aminotransferase (ALT)', 'Magnesium', 'I', 'Alkaline Phosphatase', 'Urea Nitrogen', 'Sodium', 'Glucose', 'Creatinine', 'Specimen Type', 'Lactate', 'Creatine Kinase (CK)', 'Creatine Kinase, MB Isoenzyme', 'CK-MB Index', 'HPE7', 'Hepatitis B Virus Core Antibody', 'HPE3', 'Hepatitis B Surface Antibody', 'HPE2', 'Hepatitis B Surface Antigen', 'Hepatitis C Virus Antibody', 'HPE1', 'Troponin T', 'Oxygen Saturation', 'Thyroxine (T4)', 'Thyroid Stimulating Hormone']"
"Sarcoidosis, unspecified",Sarcoidosis,"['Specimen Type', 'Lactate', 'Calculated Total CO2', 'pCO2', 'pO2', 'Base Excess', 'pH', 'Voided Specimen', 'Sodium', 'Anion Gap', 'Bicarbonate', 'Calcium, Total', 'I', 'Creatinine', 'Phosphate', 'Glucose', 'H', 'Potassium', 'Chloride', 'Magnesium', 'L', 'Urea Nitrogen', 'RDW-SD', 'MCV', 'RDW', 'Hemoglobin', 'MCH', 'MCHC', 'Red Blood Cells', 'White Blood Cells', 'Hematocrit', 'Platelet Count', 'PT', 'INR(PT)', 'PTT', 'Green Top Hold (plasma)', 'EDTA Hold', 'Uhold', 'Length of Urine Collection', 'Red Top Hold', 'Leukocytes', 'Specific Gravity', 'RBC', 'WBC', 'Blood', 'Bilirubin', 'Epithelial Cells', 'Nitrite', 'Yeast', 'Hyaline Casts', 'Bacteria', 'Urine Appearance', 'Ketone', 'Urine Color', 'Urobilinogen', 'Protein', 'Urine Mucous', 'HCG, Urine, Qualitative', 'Potassium, Whole Blood', 'Calculated Bicarbonate, Whole Blood', 'Sodium, Whole Blood', 'Oxygen Saturation', 'Chloride, Whole Blood', 'Troponin T', 'Problem Specimen', 'Blue Top Hold', 'Temperature', 'Intubated', 'Immunophenotyping', 'Free Calcium']"
"Schizoaffective disorder, unspecified",Schizoaffective disorder,"['RDW', 'Platelet Count', 'Red Blood Cells', 'MCV', 'Hemoglobin', 'MCH', 'Hematocrit', 'Basophils', 'MCHC', 'Eosinophils', 'White Blood Cells', 'Monocytes', 'Neutrophils', 'Lymphocytes', 'Urea Nitrogen', 'Glucose', 'Anion Gap', 'Chloride', 'Asparate Aminotransferase (AST)', 'Calcium, Total', 'Bilirubin, Total', 'Bicarbonate', 'Sodium', 'Alkaline Phosphatase', 'Creatinine', 'Potassium', 'Alanine Aminotransferase (ALT)', 'Magnesium', 'Phosphate', 'Estimated GFR (MDRD equation)', 'Albumin', 'Lactate Dehydrogenase (LD)', 'Length of Urine Collection', 'Osmolality, Urine', 'Creatinine, Urine', 'Urea Nitrogen, Urine', 'Sodium, Urine', 'L', 'I', 'H', 'Light Green Top Hold', 'PTT', 'INR(PT)', 'PT', 'Absolute Neutrophil Count', 'Absolute Basophil Count', 'Absolute Eosinophil Count', 'Absolute Lymphocyte Count', 'Immature Granulocytes', 'Absolute Monocyte Count', 'Microcytes', 'Macrocytes', 'Anisocytosis', 'Poikilocytosis', 'Polychromasia', 'Platelet Smear', 'Hypochromia', 'RDW-SD', 'Troponin T', 'Lactate', 'Ovalocytes', 'Uhold', 'Nitrite', 'Urine Color', 'Protein', 'Specific Gravity', 'Urine Appearance', 'Ketone', 'Bilirubin', 'Urobilinogen', 'Blood', 'Leukocytes', 'pH', 'Creatine Kinase, MB Isoenzyme', 'Osmolality, Measured', 'Cortisol', 'Thyroid Stimulating Hormone', 'Myelocytes', 'Metamyelocytes', 'Bands', 'Atypical Lymphocytes', 'Schistocytes', 'NTproBNP', 'Teardrop Cells', 'Specimen Type', 'Influenza A by PCR', 'Influenza B by PCR', 'WBC', 'Epithelial Cells', 'Yeast', 'Bacteria', 'RBC', 'Hyaline Casts', 'Immunoglobulin G', 'Base Excess', 'Calculated Total CO2', 'pCO2', 'pO2', 'Oxygen Saturation', 'Fibrinogen, Functional', 'Uric Acid', 'Other Cells', 'Sodium, Whole Blood', 'Spherocytes', 'Amorphous Crystals', 'Potassium, Urine', 'Echinocytes', 'Acetaminophen', 'STX3', 'Benzodiazepine Screen', 'STX4', 'Thyroxine (T4), Free', 'Heparin', 'Heparin, LMW', 'G6PD, Qualitative', 'Reticulocyte Count, Absolute', 'Reticulocyte Count, Automated', 'Potassium, Whole Blood', 'Red Top Hold', 'UTX9', 'Opiate Screen, Urine', 'Amphetamine Screen, Urine', 'UTX4', 'UTX5', 'Marijuana', 'UTX2', 'Benzodiazepine Screen, Urine', 'UTX3', 'UTX1', 'Cocaine, Urine', 'Barbiturate Screen, Urine', 'Phosphate, Urine', 'Basophilic Stippling', 'Monos', 'Polys', 'Total Nucleated Cells, Other', 'Hematocrit, Other Fluid', 'LD, Body Fluid', 'Albumin, Body Fluid', 'Glucose, Body Fluid', 'Total Protein, Body Fluid', 'WBC Clumps', 'Urine Mucous', 'EDTA Hold', 'Green Top Hold (plasma)', 'C-Reactive Protein', 'Bite Cells', 'Acanthocytes', 'Creatine Kinase (CK)', 'Nucleated Red Cells', 'Chloride, Urine', 'Anti-Nuclear Antibody', 'Anti-Smooth Muscle Antibody', 'Anti-Mitochondrial Antibody', 'Hepatitis C Virus Antibody', 'Hepatitis B Surface Antibody', 'HPE1', 'Hepatitis B Virus Core Antibody', 'HPE7', 'HPE4', 'HPE2', 'HPE3', 'Hepatitis B Surface Antigen', 'Hepatitis A Virus Antibody', 'Lipase', 'Iron', 'Ferritin', 'Iron Binding Capacity, Total', 'Transferrin', 'Haptoglobin', 'Vancomycin']"
"Schizophrenia, unspecified",Schizophrenia,"['Length of Urine Collection', 'Osmolality, Urine', 'Creatinine, Urine', 'Sodium, Urine', 'Specimen Type', 'pH', 'pO2', 'Base Excess', 'Calculated Total CO2', 'pCO2', 'PTT', 'INR(PT)', 'PT', 'Creatinine', 'I', 'Anion Gap', 'Phosphate', 'Magnesium', 'L', 'Glucose', 'H', 'Calcium, Total', 'Bicarbonate', 'Potassium', 'Urea Nitrogen', 'Chloride', 'Sodium', 'Osmolality, Measured', 'Bilirubin, Total', 'Asparate Aminotransferase (AST)', 'Albumin', 'Lactate Dehydrogenase (LD)', 'Alkaline Phosphatase', 'Alanine Aminotransferase (ALT)', 'RDW-SD', 'Hemoglobin', 'Hematocrit', 'MCH', 'RDW', 'MCV', 'Platelet Count', 'Red Blood Cells', 'MCHC', 'White Blood Cells', 'Oxygen', 'PEEP', 'Temperature', 'Assist/Control', 'Intubated', 'Tidal Volume', 'Ventilation Rate', 'Free Calcium', 'Lactate', 'CK-MB Index', 'Troponin T', 'Creatine Kinase (CK)', 'Creatine Kinase, MB Isoenzyme', 'Neutrophils', 'Absolute Basophil Count', 'Eosinophils', 'Absolute Eosinophil Count', 'Absolute Neutrophil Count', 'Absolute Monocyte Count', 'Immature Granulocytes', 'Basophils', 'Monocytes', 'Absolute Lymphocyte Count', 'Lymphocytes', 'Red Top Hold', 'Ventilator']"
"Sciatica, unspecified side",Sciatica,"['Hemoglobin', 'Hematocrit', 'Platelet Count', 'Red Blood Cells', 'MCH', 'MCHC', 'RDW-SD', 'RDW', 'MCV', 'White Blood Cells', 'Creatinine', 'Bicarbonate', 'Magnesium', 'Calcium, Total', 'Phosphate', 'Chloride', 'Urea Nitrogen', 'Sodium', 'Potassium', 'Anion Gap', 'Glucose', 'Anat Path Hold', 'PTT', 'PT', 'INR(PT)', 'Alkaline Phosphatase', 'Estimated GFR (MDRD equation)', 'Alanine Aminotransferase (ALT)', 'Albumin', 'Bilirubin, Total', 'Asparate Aminotransferase (AST)']"
"Scoliosis [and kyphoscoliosis], idiopathic",Scoliosis,"['Urea Nitrogen', 'Chloride', 'Troponin T', 'Creatinine', 'Sodium', 'Glucose', 'Calcium, Total', 'Potassium', 'Magnesium', 'Creatine Kinase (CK)', 'Phosphate', 'Creatine Kinase, MB Isoenzyme', 'Anion Gap', 'Bicarbonate', 'PTT', 'PT', 'INR(PT)', 'Hematocrit', 'MCHC', 'MCV', 'Platelet Count', 'Hemoglobin', 'Red Blood Cells', 'MCH', 'RDW', 'White Blood Cells', 'RDW-SD', 'Thyroid Stimulating Hormone', 'NTproBNP', 'Ketone', 'Leukocytes', 'Urine Mucous', 'Bacteria', 'Epithelial Cells', 'WBC', 'Urine Color', 'Blood', 'Urine Appearance', 'Protein', 'Urobilinogen', 'Yeast', 'Specific Gravity', 'Bilirubin', 'RBC', 'pH', 'Nitrite', 'Specimen Type', 'pCO2', 'Base Excess', 'pO2', 'Calculated Total CO2', 'Estimated GFR (MDRD equation)']"
Secondary malignant neoplasm of adrenal gland,Adrenal gland cancer,"['PTT', 'PT', 'INR(PT)', 'MCV', 'Red Blood Cells', 'Platelet Count', 'MCH', 'Hematocrit', 'White Blood Cells', 'Hemoglobin', 'RDW', 'MCHC', 'Glucose', 'Magnesium', 'Alkaline Phosphatase', 'Potassium', 'Lactate Dehydrogenase (LD)', 'Chloride', 'Bilirubin, Total', 'Alanine Aminotransferase (ALT)', 'Urea Nitrogen', 'Bicarbonate', 'Creatinine', 'Anion Gap', 'Asparate Aminotransferase (AST)', 'Calcium, Total', 'Phosphate', 'Sodium', 'Basophils', 'Eosinophils', 'Monocytes', 'Neutrophils', 'Lymphocytes', 'Albumin', 'Thyroid Stimulating Hormone', 'Blood', 'Specific Gravity', 'Leukocytes', 'Epithelial Cells', 'Urobilinogen', 'Urine Appearance', 'RBC', 'Protein', 'Urine Mucous', 'Ketone', 'Bacteria', 'Nitrite', 'pH', 'Urine Color', 'WBC', 'Bilirubin', 'Yeast', 'Estimated GFR (MDRD equation)', 'Amorphous Crystals', 'Creatine Kinase (CK)', 'CK-MB Index', 'Creatine Kinase, MB Isoenzyme', 'Troponin T', '% Hemoglobin A1c', 'eAG', 'CA-125', 'Alpha-Fetoprotein', 'Carcinoembyronic Antigen (CEA)', 'Parathyroid Hormone', 'Fibrin Degradation Products', 'Fibrinogen, Functional', 'Ferritin', 'Iron', 'Iron Binding Capacity, Total', 'Haptoglobin', 'Transferrin', 'Lambda', 'Kappa', 'CD5', 'CD45', 'Immunophenotyping', 'CD10', 'CD19', 'CD20', 'Red Top Hold', 'Reticulocyte Count, Automated', 'Inpatient Hematology/Oncology Smear']"
Sepsis,Sepsis,"['Creatinine', 'Anion Gap', 'Glucose', 'Sodium', 'Urea Nitrogen', 'Bicarbonate', 'Calcium, Total', 'Magnesium', 'Potassium', 'Chloride', 'Phosphate', 'Length of Urine Collection', 'Osmolality, Urine', 'Potassium, Urine', 'Creatinine, Urine', 'Sodium, Urine', 'Chloride, Urine', 'Urea Nitrogen, Urine', 'MCHC', 'RDW', 'Hemoglobin', 'Platelet Count', 'Hematocrit', 'MCV', 'Red Blood Cells', 'White Blood Cells', 'MCH', 'INR(PT)', 'PT', 'PTT', 'Blue Top Hold', 'Light Green Top Hold', 'Albumin', 'Lipase', 'Bilirubin, Total', 'Alanine Aminotransferase (ALT)', 'Alkaline Phosphatase', 'Asparate Aminotransferase (AST)', 'Estimated GFR (MDRD equation)', 'C-Reactive Protein', 'Lymphocytes', 'Neutrophils', 'Eosinophils', 'Basophils', 'Monocytes', 'Base Excess', 'pH', 'Calculated Total CO2', 'pCO2', 'pO2', 'Specimen Type', 'Lactate', 'Vancomycin', 'Sedimentation Rate', 'Troponin T', 'Creatine Kinase (CK)', 'Creatine Kinase, MB Isoenzyme', 'Iron', 'Iron Binding Capacity, Total', 'Transferrin', 'eAG', '% Hemoglobin A1c', 'Amylase', 'Ferritin', 'Cholesterol, LDL, Calculated', 'Cholesterol Ratio (Total/HDL)', 'Cholesterol, HDL', 'Triglycerides', 'Cholesterol, Total', 'Myelocytes', 'Atypical Lymphocytes', 'Metamyelocytes', 'Bands', 'Anisocytosis', 'Microcytes', 'Platelet Smear', 'Poikilocytosis', 'Hypochromia', 'Polychromasia', 'Macrocytes', 'Protein', 'Epithelial Cells', 'Bacteria', 'Leukocytes', 'Urobilinogen', 'Nitrite', 'Urine Appearance', 'Specific Gravity', 'Yeast', 'RBC', 'Ketone', 'Urine Mucous', 'Urine Color', 'Granular Casts', 'Blood', 'WBC', 'Bilirubin', 'Red Top Hold', 'EDTA Hold', 'Intubated', 'Sodium, Whole Blood', 'Chloride, Whole Blood', 'Potassium, Whole Blood', 'Free Calcium', 'Lactate Dehydrogenase (LD)', 'Temperature', 'PEEP', 'Osmolality, Measured', 'Oxygen', 'Ventilation Rate', 'Tidal Volume', 'Required O2', 'Alveolar-arterial Gradient', 'Assist/Control', 'Hyaline Casts', 'Calcium Oxalate Crystals', 'Problem Specimen', 'Voided Specimen', 'Reticulocyte Count, Automated', 'Haptoglobin', 'Folate', 'Vitamin B12']"
